source_file,filename,question,answer
demo_ocr_output.parquet,2024_maths_1.pdf,"Q.17 Let f : \mathbb{R} \rightarrow \mathbb{R} and g : \mathbb{R} \rightarrow \mathbb{R} be functions defined by f(x) = \begin{cases} x|x|\sin\left(\frac{1}{x}\right), & x \neq 0, \\ 0, & x = 0, \end{cases} \quad \text{and} \quad g(x) = \begin{cases} 1 - 2x, & 0 \leq x \leq \frac{1}{2}, \\ 0, & \text{otherwise.} \end{cases} Let a, b, c, d \in \mathbb{R} . Define the function h : \mathbb{R} \rightarrow \mathbb{R} by h(x) = af(x) + b\left(g(x) + g\left(\frac{1}{2} - x\right)\right) + c(x - g(x)) + d g(x), x \in \mathbb{R} Match each entry in List-I to the correct entries in List-II . List – I List – II (P) If a = 0, b = 1, c = 0 and d = 0 , then (1) h is one-one. (Q) If a = 1, b = 0, c = 0 and d = 0 , then (2) h is onto. (R) If a = 0, b = 0, c = 1 and d = 0 , then (3) h is differentiable on \mathbb{R} . (S) If a = 0, b = 0, c = 0 and d = 1 , then (4) the range of h is [0, 1] . (5) the range of h is \{0, 1\} . The correct option is: (A) (P) \rightarrow (4) (Q) \rightarrow (3) (R) \rightarrow (1) (S) \rightarrow (2) (B) (P) \rightarrow (5) (Q) \rightarrow (2) (R) \rightarrow (4) (S) \rightarrow (3) (C) (P) \rightarrow (5) (Q) \rightarrow (3) (R) \rightarrow (2) (S) \rightarrow (4) (D) (P) \rightarrow (4) (Q) \rightarrow (2) (R) \rightarrow (1) (S) \rightarrow (3)",C
demo_ocr_output.parquet,2008_maths_1.pdf,"1. Consider the two curves $C_1 : y^2 = 4x$  $C_2 : x^2 + y^2 - 6x + 1 = 0$ Then,
(A) $C_1$ and $C_2$ touch each other only at one point
(B) $C_1$ and $C_2$ touch each other exactly at two points
(C) $C_1$ and $C_2$ intersect (but do not touch) at exactly two points
(D) $C_1$ and $C_2$ neither intersect nor touch each other",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"2. If $0 < x < 1$, then \frac{\sqrt{1+x^2} \left[ \{x \cos(\cot^{-1} x) + \sin(\cot^{-1} x)\}^2 - 1 \right]^{\frac{1}{2}}}{x}
(A) \frac{x}{\sqrt{1+x^2}}
(B) x
(C) x\sqrt{1+x^2}
(D) \sqrt{1+x^2}",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"3. The edges of a parallelepiped are of unit length and are parallel to non‑coplanar unit vectors $\hat{a}$ , $\hat{b}$ , $\hat{c}$ such that $\hat{a}\cdot\hat{b}=\hat{b}\cdot\hat{c}=\hat{c}\cdot\hat{a}=\frac{1}{2}$ Then, the volume of the parallelepiped is
(A) \frac{1}{\sqrt{2}}
(B) \frac{1}{2\sqrt{2}}
(C) \frac{\sqrt{3}}{2}
(D) \frac{1}{\sqrt{3}}",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"4. Let $a$ and $b$ be non‑zero real numbers. Then, the equation $(ax^2 + by^2 + c)(x^2 - 5xy + 6y^2) = 0$ represents
(A) four straight lines, when $c = 0$ and $a, b$ are of the same sign
(B) two straight lines and a circle, when $a = b$, and $c$ is of sign opposite to that of $a$
(C) two straight lines and a hyperbola, when $a$ and $b$ are of the same sign and $c$ is of sign opposite to that of $a$
(D) a circle and an ellipse, when $a$ and $b$ are of the same sign and $c$ is of sign opposite to that of $a$",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"5. Let $g(x) = \frac{(x-1)^n}{\log \cos^m (x-1)};\; 0 < x < 2,\; m \text{ and } n \text{ are integers, } m \neq 0,\; n > 0,\;\text{and let } p \text{ be the left hand derivative of }|x-1|\text{ at }x=1 . If $\lim_{x \rightarrow 1^+} g(x) = p$, then
(A) $n=1 , m=1$
(B) $n=1 , m=-1$
(C) $n=2 , m=2$
(D) $n>2 , m=n$",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"6. The total number of local maxima and local minima of the function
$$f(x)=\begin{cases}(2+x)^3,&-3<x\le -1\\ x^{2/3},&-1<x<2\end{cases}$$
is
(A) 0
(B) 1
(C) 2
(D) 3",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"7. A straight line through the vertex $P$ of a triangle $PQR$ intersects the side $QR$ at the point $S$ and the circumcircle of the triangle $PQR$ at the point $T$. If $S$ is not the centre of the circumcircle, then
(A) \frac{1}{PS} + \frac{1}{ST} < \frac{2}{\sqrt{QS \times SR}}
(B) \frac{1}{PS} + \frac{1}{ST} > \frac{2}{\sqrt{QS \times SR}}
(C) \frac{1}{PS} + \frac{1}{ST} < \frac{4}{QR}
(D) \frac{1}{PS} + \frac{1}{ST} > \frac{4}{QR}",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"8. Let $P(x_1, y_1)$ and $Q(x_2, y_2)$, $y_1 < 0$, $y_2 < 0$, be the end points of the latus rectum of the ellipse $x^2 + 4y^2 = 4$. The equations of parabolas with latus rectum $PQ$ are
(A) $x^2 + 2\sqrt{3}y = 3 + \sqrt{3}$
(B) $x^2 - 2\sqrt{3}y = 3 + \sqrt{3}$
(C) $x^2 + 2\sqrt{3}y = 3 - \sqrt{3}$
(D) $x^2 - 2\sqrt{3}y = 3 - \sqrt{3}$","B, C"
demo_ocr_output.parquet,2008_maths_1.pdf,"9. Let $S_n = \sum_{k=1}^n \frac{n}{n^2 + kn + k^2}$ and $T_n = \sum_{k=0}^{n-1} \frac{n}{n^2 + kn + k^2}$, for $n = 1, 2, 3, \dots$. Then,
(A) $S_n < \frac{\pi}{3\sqrt{3}}$
(B) $S_n > \frac{\pi}{3\sqrt{3}}$
(C) $T_n < \frac{\pi}{3\sqrt{3}}$
(D) $T_n > \frac{\pi}{3\sqrt{3}}$","A, D"
demo_ocr_output.parquet,2008_maths_1.pdf,"10. Let $f(x)$ be a non‑constant twice differentiable function defined on $(-\infty, \infty)$ such that $f(x) = f(1-x)$ and $f'(\frac{1}{4}) = 0$. Then,
(A) $f''(x)$ vanishes at least twice on $[0, 1]$
(B) $f'(\frac{1}{2}) = 0$
(C) $\int_{-1/2}^{1/2} f\left(x + \frac{1}{2}\right) \sin x \, dx = 0$
(D) $\int_0^{1/2} f(t) e^{\sin \pi t} \, dt = \int_{1/2}^1 f(1-t) e^{\sin \pi t} \, dt$","A, B, C, D"
demo_ocr_output.parquet,2008_maths_1.pdf,"11. Let $f$ and $g$ be real valued functions defined on interval $(-1, 1)$ such that $g''(x)$ is continuous, $g(0) \neq 0$, $g'(0) = 0$, $g''(0) \neq 0$, and $f(x) = g(x) \sin x$.
STATEMENT‑1: $\lim_{x \rightarrow 0} [g(x)\cot x - g(0)\operatorname{cosec} x] = f''(0)$.
STATEMENT‑2: $f'(0) = g(0)$.
(A) STATEMENT‑1 is True, STATEMENT‑2 is True; STATEMENT‑2 is a correct explanation for STATEMENT‑1
(B) STATEMENT‑1 is True, STATEMENT‑2 is True; STATEMENT‑2 is NOT a correct explanation for STATEMENT‑1
(C) STATEMENT‑1 is True, STATEMENT‑2 is False
(D) STATEMENT‑1 is False, STATEMENT‑2 is True",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"12. Consider three planes
$P_1 : x - y + z = 1$
$P_2 : x + y - z = -1$
$P_3 : x - 3y + 3z = 2$.
Let $L_1, L_2, L_3$ be the lines of intersection of the planes $P_2$ and $P_3$, $P_3$ and $P_1$, and $P_1$ and $P_2$, respectively.
STATEMENT‑1: At least two of the lines $L_1, L_2$ and $L_3$ are non‑parallel.
STATEMENT‑2: The three planes do not have a common point.
(A) STATEMENT‑1 is True, STATEMENT‑2 is True; STATEMENT‑2 is a correct explanation for STATEMENT‑1
(B) STATEMENT‑1 is True, STATEMENT‑2 is True; STATEMENT‑2 is NOT a correct explanation for STATEMENT‑1
(C) STATEMENT‑1 is True, STATEMENT‑2 is False
(D) STATEMENT‑1 is False, STATEMENT‑2 is True",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"13. Consider the system of equations
\begin{aligned}
x - 2y + 3z &= -1 \\
-x + y - 2z &= k \\
x - 3y + 4z &= 1.
\end{aligned}
STATEMENT‑1 : The system of equations has no solution for $k \neq 3$.
STATEMENT‑2 : The determinant
\begin{vmatrix}
1 & -3 & -1 \\
-1 & -2 & k \\
1 & 4 & 1
\end{vmatrix} \neq 0 , for $k \neq 3$.
(A) STATEMENT‑1 is True, STATEMENT‑2 is True; STATEMENT‑2 is a correct explanation for STATEMENT‑1
(B) STATEMENT‑1 is True, STATEMENT‑2 is True; STATEMENT‑2 is NOT a correct explanation for STATEMENT‑1
(C) STATEMENT‑1 is True, STATEMENT‑2 is False
(D) STATEMENT‑1 is False, STATEMENT‑2 is True",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"14. Consider the system of equations $ax + by = 0$, $cx + dy = 0$, where $a, b, c, d \in \{0, 1\}$.
STATEMENT‑1 : The probability that the system of equations has a unique solution is $\frac{3}{8}$.
STATEMENT‑2 : The probability that the system of equations has a solution is $1$.
(A) STATEMENT‑1 is True, STATEMENT‑2 is True; STATEMENT‑2 is a correct explanation for STATEMENT‑1
(B) STATEMENT‑1 is True, STATEMENT‑2 is True; STATEMENT‑2 is NOT a correct explanation for STATEMENT‑1
(C) STATEMENT‑1 is True, STATEMENT‑2 is False
(D) STATEMENT‑1 is False, STATEMENT‑2 is True",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"15. Paragraph for Questions 15‑17:
A circle $C$ of radius $1$ is inscribed in an equilateral triangle $PQR$. The points of contact of $C$ with the sides $PQ$, $QR$, $RP$ are $D$, $E$, $F$, respectively. The line $PQ$ is given by the equation $\sqrt{3}x + y - 6 = 0$ and the point $D$ is $(\frac{3\sqrt{3}}{2}, \frac{3}{2})$. Further, it is given that the origin and the centre of $C$ are on the same side of the line $PQ$.
15. The equation of circle $C$ is
(A) $(x - 2\sqrt{3})^2 + (y - 1)^2 = 1$
(B) $(x - 2\sqrt{3})^2 + (y + \frac{1}{2})^2 = 1$
(C) $(x - \sqrt{3})^2 + (y + 1)^2 = 1$
(D) $(x - \sqrt{3})^2 + (y - 1)^2 = 1$",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"16. Points $E$ and $F$ are given by
(A) $(\frac{\sqrt{3}}{2}, \frac{3}{2}), (\sqrt{3}, 0)$
(B) $(\frac{\sqrt{3}}{2}, \frac{1}{2}), (\sqrt{3}, 0)$
(C) $(\frac{\sqrt{3}}{2}, \frac{3}{2}), (\frac{\sqrt{3}}{2}, \frac{1}{2})$
(D) $(\frac{3}{2}, \frac{\sqrt{3}}{2}), (\frac{\sqrt{3}}{2}, \frac{1}{2})$",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"17. Equations of the sides $QR$, $RP$ are
(A) $y = \frac{2}{\sqrt{3}}x + 1,\; y = -\frac{2}{\sqrt{3}}x - 1$
(B) $y = \frac{1}{\sqrt{3}}x,\; y = 0$
(C) $y = \frac{\sqrt{3}}{2}x + 1,\; y = -\frac{\sqrt{3}}{2}x - 1$
(D) $y = \sqrt{3}x,\; y = 0$",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"18. Paragraph for Questions 18‑20:
Consider the functions defined implicitly by the equation $y^3 - 3y + x = 0$ on various intervals in the real line. If $x \in (-\infty, -2) \cup (2, \infty)$, the equation implicitly defines a unique real‑valued differentiable function $y = f(x)$. If $x \in (-2, 2)$, the equation implicitly defines a unique real‑valued differentiable function $y = g(x)$ satisfying $g(0) = 0$.
18. If $f(-10\sqrt{2}) = 2\sqrt{2}$, then $f''(-10\sqrt{2}) =
(A) \frac{4\sqrt{2}}{7^3 3^2}
(B) -\frac{4\sqrt{2}}{7^3 3^2}
(C) \frac{4\sqrt{2}}{7^3 3}
(D) -\frac{4\sqrt{2}}{7^3 3}$",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"19. The area of the region bounded by the curve $y = f(x)$, the $x$‑axis, and the lines $x = a$ and $x = b$, where $-\infty < a < b < -2$, is
(A) $\int_a^b \frac{x}{3\left((f(x))^2 - 1\right)} dx + bf(b) - af(a)$
(B) $-\int_a^b \frac{x}{3\left((f(x))^2 - 1\right)} dx + bf(b) - af(a)$
(C) $\int_a^b \frac{x}{3\left((f(x))^2 - 1\right)} dx - bf(b) + af(a)$
(D) $-\int_a^b \frac{x}{3\left((f(x))^2 - 1\right)} dx - bf(b) + af(a)$",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"20. $\int_{-1}^1 g'(x) dx =
(A) 2g(-1)
(B) 0
(C) -2g(1)
(D) 2g(1)$",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"21. Let $A , B , C$ be three sets of complex numbers as defined below
$A = \{z : \operatorname{Im} z \geq 1\}$
$B = \{z : |z - 2 - i| = 3\}$
$C = \{z : \operatorname{Re}((1 - i)z) = \sqrt{2}\}$.
The number of elements in the set $A \cap B \cap C$ is
(A) 0
(B) 1
(C) 2
(D) \infty",(A) (B) (C) (D)
demo_ocr_output.parquet,2008_maths_1.pdf,"22. Let $z$ be any point in $A \cap B \cap C$. Then, $|z + 1 - i|^2 + |z - 5 - i|^2$ lies between
(A) 25 and 29
(B) 30 and 34
(C) 35 and 39
(D) 40 and 44",(A) (B) (C) (D)
